MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
235966868,2026-03-15T13:04:36,19.570586,71.754139,16.1,69.2,67.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:08:05,19.575951,71.769525,15.6,69.6,68.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:09:42,19.578433,71.776517,15.7,69.7,70.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:13:28,19.584248,71.793318,16.1,68.9,72.2,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:16:43,19.58979,71.807729,16.1,68.8,69.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:19:43,19.594361,71.821017,16.1,69.5,65.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:23:40,19.600586,71.838318,16.2,68.9,65.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:25:38,19.603801,71.847013,16.1,69.3,68.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:29:07,19.609104,71.86231,15.8,69.3,73.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:32:25,19.614413,71.876762,16.6,69.5,71.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:35:00,19.618289,71.88834,16.6,69.6,72.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:37:31,19.622379,71.899505,16.2,69.3,65.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:40:18,19.626604,71.911768,16.0,69.6,73.7,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:44:02,19.632485,71.92834,16.4,69.1,73.0,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:47:21,19.637775,71.942798,16.3,69.4,74.0,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:49:58,19.641722,71.954457,16.2,69.5,70.0,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:53:12,19.646998,71.969064,16.2,69.2,71.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:56:42,19.652411,71.984376,16.0,69.7,69.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T13:59:04,19.65595,71.994804,16.4,69.3,68.2,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:01:22,19.659731,72.004959,16.3,68.9,71.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:04:47,19.665105,72.019972,16.1,68.9,65.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:08:15,19.67069,72.03518,16.4,69.3,67.2,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:10:40,19.674423,72.046124,16.0,69.2,69.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:14:18,19.680247,72.061853,15.6,69.2,61.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:16:44,19.683966,72.072861,15.9,70.0,68.2,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:19:53,19.688783,72.086807,16.0,69.5,72.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:22:38,19.693154,72.098936,16.2,69.5,70.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:25:49,19.698115,72.113321,15.9,69.4,68.1,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:28:50,19.702938,72.126638,15.9,69.2,69.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:31:11,19.706567,72.13692,15.5,69.4,69.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:34:36,19.711852,72.151828,15.9,69.5,68.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:37:19,19.716175,72.164168,16.2,69.3,71.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:40:37,19.721389,72.178611,15.8,69.4,65.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:43:29,19.72571,72.19109,16.0,69.4,66.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:47:08,19.731569,72.207358,16.4,69.6,67.7,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:50:08,19.736067,72.22076,15.8,69.2,64.1,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:52:58,19.740791,72.233123,15.9,68.8,66.2,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:55:18,19.744393,72.243574,16.0,69.4,67.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T14:58:44,19.749864,72.258738,15.6,69.7,65.1,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:01:17,19.753557,72.269866,16.0,69.5,68.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:04:43,19.759166,72.285156,16.1,69.0,68.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:08:00,19.764283,72.299618,15.7,69.8,67.7,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:11:07,19.769045,72.313668,16.1,69.7,64.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:13:56,19.773421,72.325921,15.9,69.6,69.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:17:13,19.778473,72.340596,15.9,69.6,67.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:19:51,19.78257,72.352097,15.9,69.2,73.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:22:41,19.787042,72.364626,16.0,69.5,69.0,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:26:05,19.792295,72.379673,16.0,69.0,69.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:29:05,19.797304,72.393117,16.4,69.6,72.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:31:34,19.800849,72.404177,15.7,69.8,70.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:34:54,19.806216,72.418929,15.8,68.9,66.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:37:39,19.81055,72.430901,16.2,69.4,72.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:40:02,19.814258,72.441641,16.0,69.6,72.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:43:55,19.820321,72.458772,15.9,69.4,67.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:46:18,19.824079,72.469446,15.9,69.7,72.3,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:49:53,19.829516,72.485236,16.1,69.6,67.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:52:13,19.833204,72.495578,16.0,69.4,68.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:55:30,19.838295,72.510099,16.1,69.4,67.7,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T15:58:36,19.843301,72.524135,16.1,69.0,68.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:02:12,19.848977,72.539696,15.7,69.9,68.0,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:04:34,19.852321,72.550325,15.8,70.7,63.9,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:07:23,19.856597,72.562817,16.0,69.2,67.4,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:10:54,19.862354,72.578373,15.4,68.8,73.5,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:13:41,19.866752,72.590686,15.8,69.1,67.8,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:17:03,19.87208,72.605475,16.2,69.6,67.7,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
235966868,2026-03-15T16:19:24,19.875605,72.616027,16.6,69.7,72.6,MV MONSOON VOYAGER,IMO5966868,MV6868,60,0,107.2,26.5,7.4,60
241159886,2026-03-13T20:04:16,19.756666,72.513224,2.9,41.8,44.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:06:26,19.758017,72.514507,3.2,37.9,44.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:10:11,19.760984,72.516796,2.8,33.5,31.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:12:57,19.763013,72.518024,2.9,32.2,29.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:16:39,19.765672,72.519934,2.8,33.8,37.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:19:30,19.767944,72.521537,3.4,37.8,36.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:21:35,19.76933,72.522948,3.3,35.4,38.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:25:38,19.772421,72.524916,3.1,35.6,36.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:28:29,19.77435,72.526774,3.4,37.6,38.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:31:02,19.776248,72.528045,3.3,32.0,33.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:34:07,19.778801,72.52973,3.3,34.0,32.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:37:39,19.781359,72.531707,3.2,35.0,28.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:39:26,19.782614,72.532564,3.6,33.7,32.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:43:18,19.785713,72.534799,3.9,33.4,34.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:46:32,19.788116,72.536423,2.9,41.3,40.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:49:07,19.789616,72.538445,3.1,49.0,48.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:52:23,19.791427,72.540472,2.9,46.8,46.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:55:11,19.793303,72.542616,3.4,46.5,46.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T20:57:52,19.794879,72.544335,3.2,46.1,45.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:00:51,19.796825,72.546499,3.5,47.6,48.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:04:24,19.798904,72.549017,3.7,50.7,54.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:06:55,19.800428,72.551173,3.8,48.7,46.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:09:36,19.801967,72.552718,3.2,43.0,41.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:13:11,19.804447,72.555156,3.1,46.8,47.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:15:58,19.805891,72.557152,3.0,46.9,47.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:18:43,19.807804,72.55897,3.2,61.8,59.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:22:10,19.808338,72.562011,2.9,93.7,92.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:25:25,19.807419,72.565263,3.1,106.9,104.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:28:09,19.806736,72.567627,3.0,104.6,105.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:30:46,19.80623,72.570117,3.2,105.2,104.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:34:19,19.805309,72.573215,3.0,105.1,100.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:37:31,19.804664,72.57627,3.5,105.0,104.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:40:57,19.803725,72.579499,3.5,105.6,105.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:43:40,19.803182,72.581922,3.0,104.1,103.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:45:47,19.802656,72.584021,3.5,104.6,100.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:49:27,19.801827,72.587457,3.4,103.0,108.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:52:14,19.801347,72.590036,3.1,105.1,107.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:54:44,19.800604,72.592273,3.1,106.2,100.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T21:58:15,19.799807,72.595684,3.3,105.9,110.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:01:50,19.798839,72.598864,3.1,105.8,104.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:04:35,19.798284,72.6014,3.9,104.1,105.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:06:47,19.797709,72.603654,3.4,105.6,101.7,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:10:09,19.796947,72.606494,2.8,105.0,104.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:13:19,19.796265,72.609373,3.3,105.7,109.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:15:31,19.795622,72.611514,3.0,105.7,99.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:18:32,19.794921,72.614457,3.1,129.1,129.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:22:12,19.792297,72.615854,3.2,164.5,167.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:25:12,19.789599,72.616024,3.5,171.4,170.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:27:29,19.787628,72.616606,3.3,171.4,168.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:31:17,19.784159,72.616898,3.7,173.9,171.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:34:32,19.781442,72.617308,3.2,172.8,172.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:37:04,19.7793,72.617554,3.5,170.1,167.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:40:10,19.776167,72.618281,3.3,171.8,177.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:43:21,19.773403,72.618457,3.0,175.7,176.7,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:46:18,19.770835,72.618707,3.4,169.0,168.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:48:33,19.768683,72.619435,3.1,177.8,185.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:51:49,19.765753,72.618915,3.0,196.3,194.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:55:00,19.763385,72.617784,3.0,201.9,198.7,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T22:57:50,19.760903,72.616839,3.3,202.2,201.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:01:41,19.757654,72.615298,3.1,203.6,202.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:04:23,19.755518,72.614341,3.3,203.5,210.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:06:45,19.753461,72.613359,3.8,202.2,200.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:10:04,19.750594,72.612209,3.4,202.0,205.0,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:13:33,19.747581,72.610833,3.2,203.2,205.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:15:55,19.745659,72.609963,2.7,203.4,203.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:19:27,19.742882,72.608671,3.3,203.4,204.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:22:39,19.740157,72.607432,3.4,201.6,201.3,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:25:35,19.737605,72.606449,3.0,202.1,204.8,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:28:13,19.735619,72.605478,3.3,202.3,208.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:31:36,19.73258,72.604264,3.6,202.1,202.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:33:58,19.730729,72.603371,2.7,204.7,205.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:38:03,19.727734,72.60189,2.0,243.2,244.1,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:40:14,19.729208,72.600179,3.4,309.3,305.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:43:34,19.731038,72.597601,3.1,308.3,305.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:46:01,19.732407,72.59588,3.2,310.9,309.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:49:20,19.73433,72.593568,3.3,309.5,309.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:52:21,19.736122,72.591091,3.3,310.5,310.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:54:49,19.737499,72.589624,3.2,309.3,310.5,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-13T23:57:48,19.739189,72.587118,3.5,310.6,309.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:01:04,19.741294,72.584916,3.5,311.7,316.2,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:04:33,19.743246,72.582274,3.3,308.9,307.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:06:29,19.744388,72.580846,3.4,309.9,319.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:10:01,19.746513,72.578121,3.6,311.5,316.4,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:13:37,19.748647,72.575739,3.3,310.6,310.9,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
241159886,2026-03-14T00:15:42,19.749869,72.573962,3.7,310.2,307.6,FV VANGUARD LEADER,IMO1159886,FV9886,30,0,27.0,6.9,2.9,30
